"Y"	"t.k"	"r.i"	"L"	"Env"	"G"	"Rep"	"Group"	"GG"	"Yield"
"206"	"2009-2010"	2009	1970	"Barisal"	"2009-2010-Barisal"	"BR1"	"2"	"Short"	"Short-BR1"	4.75
"207"	"2009-2010"	2009	1970	"Bhanga"	"2009-2010-Bhanga"	"BR1"	"2"	"Short"	"Short-BR1"	5.55
"208"	"2009-2010"	2009	1970	"Comilla"	"2009-2010-Comilla"	"BR1"	"2"	"Short"	"Short-BR1"	5.75
"209"	"2009-2010"	2009	1970	"Gazipur"	"2009-2010-Gazipur"	"BR1"	"2"	"Short"	"Short-BR1"	3.15
"210"	"2009-2010"	2009	1970	"Habiganj"	"2009-2010-Habiganj"	"BR1"	"2"	"Short"	"Short-BR1"	6.05
"211"	"2009-2010"	2009	1970	"Rajshahi"	"2009-2010-Rajshahi"	"BR1"	"2"	"Short"	"Short-BR1"	5.22
"212"	"2009-2010"	2009	1970	"Rangpur"	"2009-2010-Rangpur"	"BR1"	"2"	"Short"	"Short-BR1"	2.5
"213"	"2009-2010"	2009	1970	"Satkhira"	"2009-2010-Satkhira"	"BR1"	"2"	"Short"	"Short-BR1"	4.67
"214"	"2009-2010"	2009	1970	"Kustia"	"2009-2010-Kustia"	"BR1"	"2"	"Short"	"Short-BR1"	5.71
"215"	"2010-2011"	2010	1970	"Barisal"	"2010-2011-Barisal"	"BR1"	"2"	"Short"	"Short-BR1"	4.76
"216"	"2010-2011"	2010	1970	"Bhanga"	"2010-2011-Bhanga"	"BR1"	"2"	"Short"	"Short-BR1"	4.97
"217"	"2010-2011"	2010	1970	"Comilla"	"2010-2011-Comilla"	"BR1"	"2"	"Short"	"Short-BR1"	5.43
"218"	"2010-2011"	2010	1970	"Gazipur"	"2010-2011-Gazipur"	"BR1"	"2"	"Short"	"Short-BR1"	2.8
"219"	"2010-2011"	2010	1970	"Habiganj"	"2010-2011-Habiganj"	"BR1"	"2"	"Short"	"Short-BR1"	5.5
"220"	"2010-2011"	2010	1970	"Rangpur"	"2010-2011-Rangpur"	"BR1"	"2"	"Short"	"Short-BR1"	2.6
"221"	"2010-2011"	2010	1970	"Satkhira"	"2010-2011-Satkhira"	"BR1"	"2"	"Short"	"Short-BR1"	4.5
"222"	"2010-2011"	2010	1970	"Sonagazi"	"2010-2011-Sonagazi"	"BR1"	"2"	"Short"	"Short-BR1"	5.3
"223"	"2010-2011"	2010	1970	"Kustia"	"2010-2011-Kustia"	"BR1"	"2"	"Short"	"Short-BR1"	4.67
"224"	"2010-2011"	2010	1970	"Rajshahi"	"2010-2011-Rajshahi"	"BR1"	"2"	"Short"	"Short-BR1"	6
"225"	"2011-2012"	2011	1970	"Barisal"	"2011-2012-Barisal"	"BR1"	"2"	"Short"	"Short-BR1"	4.76
"226"	"2011-2012"	2011	1970	"Bhanga"	"2011-2012-Bhanga"	"BR1"	"2"	"Short"	"Short-BR1"	4.97
"227"	"2011-2012"	2011	1970	"Comilla"	"2011-2012-Comilla"	"BR1"	"2"	"Short"	"Short-BR1"	5.24
"228"	"2011-2012"	2011	1970	"Gazipur"	"2011-2012-Gazipur"	"BR1"	"2"	"Short"	"Short-BR1"	4.93
"229"	"2011-2012"	2011	1970	"Habiganj"	"2011-2012-Habiganj"	"BR1"	"2"	"Short"	"Short-BR1"	5.5
"230"	"2011-2012"	2011	1970	"Rangpur"	"2011-2012-Rangpur"	"BR1"	"2"	"Short"	"Short-BR1"	2.6
"231"	"2011-2012"	2011	1970	"Satkhira"	"2011-2012-Satkhira"	"BR1"	"2"	"Short"	"Short-BR1"	6.66
"232"	"2011-2012"	2011	1970	"Sonagazi"	"2011-2012-Sonagazi"	"BR1"	"2"	"Short"	"Short-BR1"	5.3
"233"	"2011-2012"	2011	1970	"Kustia"	"2011-2012-Kustia"	"BR1"	"2"	"Short"	"Short-BR1"	4.67
"234"	"2011-2012"	2011	1970	"Rajshahi"	"2011-2012-Rajshahi"	"BR1"	"2"	"Short"	"Short-BR1"	6.77
"235"	"2012-2013"	2012	1970	"Barisal"	"2012-2013-Barisal"	"BR1"	"2"	"Short"	"Short-BR1"	4.83
"236"	"2012-2013"	2012	1970	"Bhanga"	"2012-2013-Bhanga"	"BR1"	"2"	"Short"	"Short-BR1"	6.38
"237"	"2012-2013"	2012	1970	"Comilla"	"2012-2013-Comilla"	"BR1"	"2"	"Short"	"Short-BR1"	5.58
"238"	"2012-2013"	2012	1970	"Gazipur"	"2012-2013-Gazipur"	"BR1"	"2"	"Short"	"Short-BR1"	6.35
"239"	"2012-2013"	2012	1970	"Habiganj"	"2012-2013-Habiganj"	"BR1"	"2"	"Short"	"Short-BR1"	5.9
"240"	"2012-2013"	2012	1970	"Rangpur"	"2012-2013-Rangpur"	"BR1"	"2"	"Short"	"Short-BR1"	6.2
"241"	"2012-2013"	2012	1970	"Satkhira"	"2012-2013-Satkhira"	"BR1"	"2"	"Short"	"Short-BR1"	7
"242"	"2012-2013"	2012	1970	"Sonagazi"	"2012-2013-Sonagazi"	"BR1"	"2"	"Short"	"Short-BR1"	3.7
"243"	"2012-2013"	2012	1970	"Kustia"	"2012-2013-Kustia"	"BR1"	"2"	"Short"	"Short-BR1"	6.45
"244"	"2012-2013"	2012	1970	"Rajshahi"	"2012-2013-Rajshahi"	"BR1"	"2"	"Short"	"Short-BR1"	5.26
"245"	"2013-2014"	2013	1970	"Barisal"	"2013-2014-Barisal"	"BR1"	"2"	"Short"	"Short-BR1"	4.55
"246"	"2013-2014"	2013	1970	"Bhanga"	"2013-2014-Bhanga"	"BR1"	"2"	"Short"	"Short-BR1"	5.7
"247"	"2013-2014"	2013	1970	"Comilla"	"2013-2014-Comilla"	"BR1"	"2"	"Short"	"Short-BR1"	5.25
"248"	"2013-2014"	2013	1970	"Gazipur"	"2013-2014-Gazipur"	"BR1"	"2"	"Short"	"Short-BR1"	6.8
"249"	"2013-2014"	2013	1970	"Habiganj"	"2013-2014-Habiganj"	"BR1"	"2"	"Short"	"Short-BR1"	5.8
"250"	"2013-2014"	2013	1970	"Rangpur"	"2013-2014-Rangpur"	"BR1"	"2"	"Short"	"Short-BR1"	5.6
"251"	"2013-2014"	2013	1970	"Satkhira"	"2013-2014-Satkhira"	"BR1"	"2"	"Short"	"Short-BR1"	6.31
"252"	"2013-2014"	2013	1970	"Sonagazi"	"2013-2014-Sonagazi"	"BR1"	"2"	"Short"	"Short-BR1"	5.25
"253"	"2013-2014"	2013	1970	"Kustia"	"2013-2014-Kustia"	"BR1"	"2"	"Short"	"Short-BR1"	6.33
"254"	"2013-2014"	2013	1970	"Rajshahi"	"2013-2014-Rajshahi"	"BR1"	"2"	"Short"	"Short-BR1"	5.24
"255"	"2014-2015"	2014	1970	"Barisal"	"2014-2015-Barisal"	"BR1"	"2"	"Short"	"Short-BR1"	4.26
"256"	"2014-2015"	2014	1970	"Bhanga"	"2014-2015-Bhanga"	"BR1"	"2"	"Short"	"Short-BR1"	7.67
"257"	"2014-2015"	2014	1970	"Comilla"	"2014-2015-Comilla"	"BR1"	"2"	"Short"	"Short-BR1"	4.92
"258"	"2014-2015"	2014	1970	"Gazipur"	"2014-2015-Gazipur"	"BR1"	"2"	"Short"	"Short-BR1"	6.1
"259"	"2014-2015"	2014	1970	"Habiganj"	"2014-2015-Habiganj"	"BR1"	"2"	"Short"	"Short-BR1"	5.87
"260"	"2014-2015"	2014	1970	"Rangpur"	"2014-2015-Rangpur"	"BR1"	"2"	"Short"	"Short-BR1"	3.05
"261"	"2014-2015"	2014	1970	"Satkhira"	"2014-2015-Satkhira"	"BR1"	"2"	"Short"	"Short-BR1"	6.04
"262"	"2014-2015"	2014	1970	"Sonagazi"	"2014-2015-Sonagazi"	"BR1"	"2"	"Short"	"Short-BR1"	5.37
"263"	"2014-2015"	2014	1970	"Kustia"	"2014-2015-Kustia"	"BR1"	"2"	"Short"	"Short-BR1"	6.21
"264"	"2014-2015"	2014	1970	"Rajshahi"	"2014-2015-Rajshahi"	"BR1"	"2"	"Short"	"Short-BR1"	5.21
"265"	"2015-2016"	2015	1970	"Barisal"	"2015-2016-Barisal"	"BR1"	"2"	"Short"	"Short-BR1"	4.29
"266"	"2015-2016"	2015	1970	"Bhanga"	"2015-2016-Bhanga"	"BR1"	"2"	"Short"	"Short-BR1"	7.34
"267"	"2015-2016"	2015	1970	"Comilla"	"2015-2016-Comilla"	"BR1"	"2"	"Short"	"Short-BR1"	5.36
"268"	"2015-2016"	2015	1970	"Gazipur"	"2015-2016-Gazipur"	"BR1"	"2"	"Short"	"Short-BR1"	6.06
"269"	"2015-2016"	2015	1970	"Habiganj"	"2015-2016-Habiganj"	"BR1"	"2"	"Short"	"Short-BR1"	6.3
"270"	"2015-2016"	2015	1970	"Rangpur"	"2015-2016-Rangpur"	"BR1"	"2"	"Short"	"Short-BR1"	4.88
"271"	"2015-2016"	2015	1970	"Satkhira"	"2015-2016-Satkhira"	"BR1"	"2"	"Short"	"Short-BR1"	6.41
"272"	"2015-2016"	2015	1970	"Sonagazi"	"2015-2016-Sonagazi"	"BR1"	"2"	"Short"	"Short-BR1"	5.55
"273"	"2015-2016"	2015	1970	"Kustia"	"2015-2016-Kustia"	"BR1"	"2"	"Short"	"Short-BR1"	6.69
"274"	"2015-2016"	2015	1970	"Rajshahi"	"2015-2016-Rajshahi"	"BR1"	"2"	"Short"	"Short-BR1"	5.98
"275"	"2001-2002"	2001	1970	"Barisal"	"2001-2002-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	6.83
"276"	"2001-2002"	2001	1970	"Bhanga"	"2001-2002-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	6
"277"	"2001-2002"	2001	1970	"Comilla"	"2001-2002-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	5.96
"278"	"2001-2002"	2001	1970	"Habiganj"	"2001-2002-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	5.27
"279"	"2001-2002"	2001	1970	"Rajshahi"	"2001-2002-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	5.5
"280"	"2001-2002"	2001	1970	"Rangpur"	"2001-2002-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	4.82
"281"	"2001-2002"	2001	1970	"Satkhira"	"2001-2002-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	5.32
"282"	"2002-2003"	2002	1970	"Barisal"	"2002-2003-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	5.24
"283"	"2002-2003"	2002	1970	"Bhanga"	"2002-2003-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	4.24
"284"	"2002-2003"	2002	1970	"Comilla"	"2002-2003-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	4.58
"285"	"2002-2003"	2002	1970	"Gazipur"	"2002-2003-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	4.24
"286"	"2002-2003"	2002	1970	"Habiganj"	"2002-2003-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	5.55
"287"	"2002-2003"	2002	1970	"Rajshahi"	"2002-2003-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	2.4
"288"	"2002-2003"	2002	1970	"Rangpur"	"2002-2003-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	3.14
"289"	"2002-2003"	2002	1970	"Satkhira"	"2002-2003-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	4.35
"290"	"2003-2004"	2003	1970	"Barisal"	"2003-2004-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	5.13
"291"	"2003-2004"	2003	1970	"Bhanga"	"2003-2004-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	5.17
"292"	"2003-2004"	2003	1970	"Comilla"	"2003-2004-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	4.53
"293"	"2003-2004"	2003	1970	"Gazipur"	"2003-2004-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	2.15
"294"	"2003-2004"	2003	1970	"Habiganj"	"2003-2004-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	4.1
"295"	"2003-2004"	2003	1970	"Rajshahi"	"2003-2004-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	2.35
"296"	"2003-2004"	2003	1970	"Rangpur"	"2003-2004-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	4.25
"297"	"2003-2004"	2003	1970	"Satkhira"	"2003-2004-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	5.47
"298"	"2004-2005"	2004	1970	"Barisal"	"2004-2005-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	5.27
"299"	"2004-2005"	2004	1970	"Bhanga"	"2004-2005-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	7.27
"300"	"2004-2005"	2004	1970	"Comilla"	"2004-2005-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	5.72
"301"	"2004-2005"	2004	1970	"Gazipur"	"2004-2005-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	3.94
"302"	"2004-2005"	2004	1970	"Habiganj"	"2004-2005-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	4.52
"303"	"2004-2005"	2004	1970	"Rajshahi"	"2004-2005-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	5.16
"304"	"2004-2005"	2004	1970	"Rangpur"	"2004-2005-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	5.08
"305"	"2004-2005"	2004	1970	"Satkhira"	"2004-2005-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	5.54
"306"	"2004-2005"	2004	1970	"Kustia"	"2004-2005-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	5.81
"307"	"2005-2006"	2005	1970	"Barisal"	"2005-2006-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	5.73
"308"	"2005-2006"	2005	1970	"Bhanga"	"2005-2006-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	5.06
"309"	"2005-2006"	2005	1970	"Comilla"	"2005-2006-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	6.19
"310"	"2005-2006"	2005	1970	"Gazipur"	"2005-2006-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	5.92
"311"	"2005-2006"	2005	1970	"Habiganj"	"2005-2006-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	6.5
"312"	"2005-2006"	2005	1970	"Rajshahi"	"2005-2006-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	3.42
"313"	"2005-2006"	2005	1970	"Rangpur"	"2005-2006-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	2.41
"314"	"2005-2006"	2005	1970	"Satkhira"	"2005-2006-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	5.53
"315"	"2005-2006"	2005	1970	"Kustia"	"2005-2006-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	7.03
"316"	"2006-2007"	2006	1970	"Barisal"	"2006-2007-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	6.01
"317"	"2006-2007"	2006	1970	"Bhanga"	"2006-2007-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	6.28
"318"	"2006-2007"	2006	1970	"Comilla"	"2006-2007-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	6.48
"319"	"2006-2007"	2006	1970	"Gazipur"	"2006-2007-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	5.01
"320"	"2006-2007"	2006	1970	"Habiganj"	"2006-2007-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	4.62
"321"	"2006-2007"	2006	1970	"Rajshahi"	"2006-2007-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	5.3
"322"	"2006-2007"	2006	1970	"Kustia"	"2006-2007-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	8.24
"323"	"2006-2007"	2006	1970	"Rangpur"	"2006-2007-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	5.21
"324"	"2006-2007"	2006	1970	"Satkhira"	"2006-2007-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	5.38
"325"	"2007-2008"	2007	1970	"Barisal"	"2007-2008-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	5.87
"326"	"2007-2008"	2007	1970	"Bhanga"	"2007-2008-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	5.63
"327"	"2007-2008"	2007	1970	"Comilla"	"2007-2008-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	6.38
"328"	"2007-2008"	2007	1970	"Gazipur"	"2007-2008-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	4.9
"329"	"2007-2008"	2007	1970	"Habiganj"	"2007-2008-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	4.62
"330"	"2007-2008"	2007	1970	"Rangpur"	"2007-2008-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	2.3
"331"	"2007-2008"	2007	1970	"Satkhira"	"2007-2008-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	8.5
"332"	"2007-2008"	2007	1970	"Kustia"	"2007-2008-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	6.84
"333"	"2007-2008"	2007	1970	"Rajshahi"	"2007-2008-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	4.5
"334"	"2008-2009"	2008	1970	"Barisal"	"2008-2009-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	5.39
"335"	"2008-2009"	2008	1970	"Bhanga"	"2008-2009-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	5.96
"336"	"2008-2009"	2008	1970	"Comilla"	"2008-2009-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	5.2
"337"	"2008-2009"	2008	1970	"Gazipur"	"2008-2009-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	4.7
"338"	"2008-2009"	2008	1970	"Habiganj"	"2008-2009-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	6.5
"339"	"2008-2009"	2008	1970	"Rajshahi"	"2008-2009-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	3.69
"340"	"2008-2009"	2008	1970	"Rangpur"	"2008-2009-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	2.4
"341"	"2008-2009"	2008	1970	"Kustia"	"2008-2009-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	7.7
"342"	"2008-2009"	2008	1970	"Satkhira"	"2008-2009-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	6.94
"343"	"2009-2010"	2009	1970	"Barisal"	"2009-2010-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	4.9
"344"	"2009-2010"	2009	1970	"Bhanga"	"2009-2010-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	6.23
"345"	"2009-2010"	2009	1970	"Comilla"	"2009-2010-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	5.8
"346"	"2009-2010"	2009	1970	"Gazipur"	"2009-2010-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	4.31
"347"	"2009-2010"	2009	1970	"Habiganj"	"2009-2010-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	5.9
"348"	"2009-2010"	2009	1970	"Rajshahi"	"2009-2010-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	4.09
"349"	"2009-2010"	2009	1970	"Rangpur"	"2009-2010-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	2.4
"350"	"2009-2010"	2009	1970	"Satkhira"	"2009-2010-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	5.97
"351"	"2009-2010"	2009	1970	"Kustia"	"2009-2010-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	6.22
"352"	"2010-2011"	2010	1970	"Barisal"	"2010-2011-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	5.19
"353"	"2010-2011"	2010	1970	"Bhanga"	"2010-2011-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	6.51
"354"	"2010-2011"	2010	1970	"Comilla"	"2010-2011-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	5.76
"355"	"2010-2011"	2010	1970	"Gazipur"	"2010-2011-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	2.5
"356"	"2010-2011"	2010	1970	"Habiganj"	"2010-2011-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	5.3
"357"	"2010-2011"	2010	1970	"Rangpur"	"2010-2011-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	2.5
"358"	"2010-2011"	2010	1970	"Satkhira"	"2010-2011-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	5
"359"	"2010-2011"	2010	1970	"Sonagazi"	"2010-2011-Sonagazi"	"BR1"	"3"	"Short"	"Short-BR1"	5.1
"360"	"2010-2011"	2010	1970	"Kustia"	"2010-2011-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	4.73
"361"	"2010-2011"	2010	1970	"Rajshahi"	"2010-2011-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	5.46
"362"	"2011-2012"	2011	1970	"Barisal"	"2011-2012-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	5.19
"363"	"2011-2012"	2011	1970	"Bhanga"	"2011-2012-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	6.51
"364"	"2011-2012"	2011	1970	"Comilla"	"2011-2012-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	5.52
"365"	"2011-2012"	2011	1970	"Gazipur"	"2011-2012-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	5.66
"366"	"2011-2012"	2011	1970	"Habiganj"	"2011-2012-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	5.3
"367"	"2011-2012"	2011	1970	"Rangpur"	"2011-2012-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	2.5
"368"	"2011-2012"	2011	1970	"Satkhira"	"2011-2012-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	6.39
"369"	"2011-2012"	2011	1970	"Sonagazi"	"2011-2012-Sonagazi"	"BR1"	"3"	"Short"	"Short-BR1"	5.1
"370"	"2011-2012"	2011	1970	"Kustia"	"2011-2012-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	4.73
"371"	"2011-2012"	2011	1970	"Rajshahi"	"2011-2012-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	6.83
"372"	"2012-2013"	2012	1970	"Barisal"	"2012-2013-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	5.47
"373"	"2012-2013"	2012	1970	"Bhanga"	"2012-2013-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	7.29
"374"	"2012-2013"	2012	1970	"Comilla"	"2012-2013-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	5.31
"375"	"2012-2013"	2012	1970	"Gazipur"	"2012-2013-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	5.63
"376"	"2012-2013"	2012	1970	"Habiganj"	"2012-2013-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	5.6
"377"	"2012-2013"	2012	1970	"Rangpur"	"2012-2013-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	6.2
"378"	"2012-2013"	2012	1970	"Satkhira"	"2012-2013-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	6.8
"379"	"2012-2013"	2012	1970	"Sonagazi"	"2012-2013-Sonagazi"	"BR1"	"3"	"Short"	"Short-BR1"	4.42
"380"	"2012-2013"	2012	1970	"Kustia"	"2012-2013-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	6.33
"381"	"2012-2013"	2012	1970	"Rajshahi"	"2012-2013-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	4.3
"382"	"2013-2014"	2013	1970	"Barisal"	"2013-2014-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	4.61
"383"	"2013-2014"	2013	1970	"Bhanga"	"2013-2014-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	5.8
"384"	"2013-2014"	2013	1970	"Comilla"	"2013-2014-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	5.17
"385"	"2013-2014"	2013	1970	"Gazipur"	"2013-2014-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	6.3
"386"	"2013-2014"	2013	1970	"Habiganj"	"2013-2014-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	6.08
"387"	"2013-2014"	2013	1970	"Rangpur"	"2013-2014-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	5.7
"388"	"2013-2014"	2013	1970	"Satkhira"	"2013-2014-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	5.98
"389"	"2013-2014"	2013	1970	"Sonagazi"	"2013-2014-Sonagazi"	"BR1"	"3"	"Short"	"Short-BR1"	5.04
"390"	"2013-2014"	2013	1970	"Kustia"	"2013-2014-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	6.01
"391"	"2013-2014"	2013	1970	"Rajshahi"	"2013-2014-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	4.74
"392"	"2014-2015"	2014	1970	"Barisal"	"2014-2015-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	4.07
"393"	"2014-2015"	2014	1970	"Bhanga"	"2014-2015-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	7.44
"394"	"2014-2015"	2014	1970	"Comilla"	"2014-2015-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	4.57
"395"	"2014-2015"	2014	1970	"Gazipur"	"2014-2015-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	6.9
"396"	"2014-2015"	2014	1970	"Habiganj"	"2014-2015-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	5.96
"397"	"2014-2015"	2014	1970	"Rangpur"	"2014-2015-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	3.05
"398"	"2014-2015"	2014	1970	"Satkhira"	"2014-2015-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	5.71
"399"	"2014-2015"	2014	1970	"Sonagazi"	"2014-2015-Sonagazi"	"BR1"	"3"	"Short"	"Short-BR1"	5.06
"400"	"2014-2015"	2014	1970	"Kustia"	"2014-2015-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	5.69
"401"	"2014-2015"	2014	1970	"Rajshahi"	"2014-2015-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	5.18
"402"	"2015-2016"	2015	1970	"Barisal"	"2015-2016-Barisal"	"BR1"	"3"	"Short"	"Short-BR1"	5.32
"403"	"2015-2016"	2015	1970	"Bhanga"	"2015-2016-Bhanga"	"BR1"	"3"	"Short"	"Short-BR1"	5.95
"404"	"2015-2016"	2015	1970	"Comilla"	"2015-2016-Comilla"	"BR1"	"3"	"Short"	"Short-BR1"	5.8
"405"	"2015-2016"	2015	1970	"Gazipur"	"2015-2016-Gazipur"	"BR1"	"3"	"Short"	"Short-BR1"	5.73
"406"	"2015-2016"	2015	1970	"Habiganj"	"2015-2016-Habiganj"	"BR1"	"3"	"Short"	"Short-BR1"	6
"407"	"2015-2016"	2015	1970	"Rangpur"	"2015-2016-Rangpur"	"BR1"	"3"	"Short"	"Short-BR1"	4.37
"408"	"2015-2016"	2015	1970	"Satkhira"	"2015-2016-Satkhira"	"BR1"	"3"	"Short"	"Short-BR1"	5.1
"409"	"2015-2016"	2015	1970	"Sonagazi"	"2015-2016-Sonagazi"	"BR1"	"3"	"Short"	"Short-BR1"	4.97
"410"	"2015-2016"	2015	1970	"Kustia"	"2015-2016-Kustia"	"BR1"	"3"	"Short"	"Short-BR1"	6.4
"411"	"2015-2016"	2015	1970	"Rajshahi"	"2015-2016-Rajshahi"	"BR1"	"3"	"Short"	"Short-BR1"	6.08
