"Y"	"tj"	"ri"	"L"	"Env"	"G"	"Rep"	"Group"	"Yield"
"2007"	2007	1980	"Rangpur"	"2007-Rangpur"	"BR10"	"3"	"Long"	3
"2007"	2007	1980	"Satkhira"	"2007-Satkhira"	"BR10"	"3"	"Long"	4
"2007"	2007	1980	"Sonagazi"	"2007-Sonagazi"	"BR10"	"3"	"Long"	3.85
"2007"	2007	1980	"Kustia"	"2007-Kustia"	"BR10"	"3"	"Long"	6.2
"2008"	2008	1980	"Barisal"	"2008-Barisal"	"BR10"	"3"	"Long"	3.6785
"2008"	2008	1980	"Comilla"	"2008-Comilla"	"BR10"	"3"	"Long"	1.96
"2008"	2008	1980	"Gazipur"	"2008-Gazipur"	"BR10"	"3"	"Long"	5.1
"2008"	2008	1980	"Rajshahi"	"2008-Rajshahi"	"BR10"	"3"	"Long"	3.82
"2008"	2008	1980	"Rangpur"	"2008-Rangpur"	"BR10"	"3"	"Long"	4.35
"2008"	2008	1980	"Satkhira"	"2008-Satkhira"	"BR10"	"3"	"Long"	4.9
"2008"	2008	1980	"Sonagazi"	"2008-Sonagazi"	"BR10"	"3"	"Long"	1.7
"2008"	2008	1980	"Kustia"	"2008-Kustia"	"BR10"	"3"	"Long"	5.6
"2009"	2009	1980	"Barisal"	"2009-Barisal"	"BR10"	"3"	"Long"	2.75
"2009"	2009	1980	"Comilla"	"2009-Comilla"	"BR10"	"3"	"Long"	3.435
"2009"	2009	1980	"Gazipur"	"2009-Gazipur"	"BR10"	"3"	"Long"	4.5
"2009"	2009	1980	"Rajshahi"	"2009-Rajshahi"	"BR10"	"3"	"Long"	4.61
"2009"	2009	1980	"Rangpur"	"2009-Rangpur"	"BR10"	"3"	"Long"	4.1
"2009"	2009	1980	"Satkhira"	"2009-Satkhira"	"BR10"	"3"	"Long"	4.45
"2009"	2009	1980	"Sonagazi"	"2009-Sonagazi"	"BR10"	"3"	"Long"	1.65
"2009"	2009	1980	"Kustia"	"2009-Kustia"	"BR10"	"3"	"Long"	5
"2010"	2010	1980	"Barisal"	"2010-Barisal"	"BR10"	"3"	"Long"	3.17
"2010"	2010	1980	"Comilla"	"2010-Comilla"	"BR10"	"3"	"Long"	4.91
"2010"	2010	1980	"Gazipur"	"2010-Gazipur"	"BR10"	"3"	"Long"	4.65
"2010"	2010	1980	"Rajshahi"	"2010-Rajshahi"	"BR10"	"3"	"Long"	5.955
"2010"	2010	1980	"Rangpur"	"2010-Rangpur"	"BR10"	"3"	"Long"	3.1
"2010"	2010	1980	"Satkhira"	"2010-Satkhira"	"BR10"	"3"	"Long"	4.675
"2010"	2010	1980	"Sonagazi"	"2010-Sonagazi"	"BR10"	"3"	"Long"	4.95
"2010"	2010	1980	"Kustia"	"2010-Kustia"	"BR10"	"3"	"Long"	6
"2011"	2011	1980	"Barisal"	"2011-Barisal"	"BR10"	"3"	"Long"	3.59
"2011"	2011	1980	"Comilla"	"2011-Comilla"	"BR10"	"3"	"Long"	1.87
"2011"	2011	1980	"Gazipur"	"2011-Gazipur"	"BR10"	"3"	"Long"	4.45
"2011"	2011	1980	"Rajshahi"	"2011-Rajshahi"	"BR10"	"3"	"Long"	7.3
"2011"	2011	1980	"Rangpur"	"2011-Rangpur"	"BR10"	"3"	"Long"	4.2
"2011"	2011	1980	"Satkhira"	"2011-Satkhira"	"BR10"	"3"	"Long"	4.5625
"2011"	2011	1980	"Sonagazi"	"2011-Sonagazi"	"BR10"	"3"	"Long"	4.8
"2011"	2011	1980	"Kustia"	"2011-Kustia"	"BR10"	"3"	"Long"	4.5
"2012"	2012	1980	"Kustia"	"2012-Kustia"	"BR10"	"3"	"Long"	5.39
"2012"	2012	1980	"Sonagazi"	"2012-Sonagazi"	"BR10"	"3"	"Long"	4.65
"2012"	2012	1980	"Comilla"	"2012-Comilla"	"BR10"	"3"	"Long"	5.42
"2012"	2012	1980	"Gazipur"	"2012-Gazipur"	"BR10"	"3"	"Long"	4.112
"2012"	2012	1980	"Rajshahi"	"2012-Rajshahi"	"BR10"	"3"	"Long"	5.15
"2012"	2012	1980	"Rangpur"	"2012-Rangpur"	"BR10"	"3"	"Long"	2.5
"2012"	2012	1980	"Satkhira"	"2012-Satkhira"	"BR10"	"3"	"Long"	2.94
"2012"	2012	1980	"Barisal"	"2012-Barisal"	"BR10"	"3"	"Long"	3.38
"2013"	2013	1980	"Kustia"	"2013-Kustia"	"BR10"	"3"	"Long"	5.1
"2013"	2013	1980	"Sonagazi"	"2013-Sonagazi"	"BR10"	"3"	"Long"	4.97
"2013"	2013	1980	"Comilla"	"2013-Comilla"	"BR10"	"3"	"Long"	6.5
"2013"	2013	1980	"Gazipur"	"2013-Gazipur"	"BR10"	"3"	"Long"	7
"2013"	2013	1980	"Rajshahi"	"2013-Rajshahi"	"BR10"	"3"	"Long"	5.6
"2013"	2013	1980	"Rangpur"	"2013-Rangpur"	"BR10"	"3"	"Long"	3
"2013"	2013	1980	"Barisal"	"2013-Barisal"	"BR10"	"3"	"Long"	5.27
"2014"	2014	1980	"Kustia"	"2014-Kustia"	"BR10"	"3"	"Long"	4.84
"2014"	2014	1980	"Sonagazi"	"2014-Sonagazi"	"BR10"	"3"	"Long"	3.42
"2014"	2014	1980	"Comilla"	"2014-Comilla"	"BR10"	"3"	"Long"	7.58
"2014"	2014	1980	"Gazipur"	"2014-Gazipur"	"BR10"	"3"	"Long"	6.6
"2014"	2014	1980	"Rajshahi"	"2014-Rajshahi"	"BR10"	"3"	"Long"	6.582093023
"2014"	2014	1980	"Rangpur"	"2014-Rangpur"	"BR10"	"3"	"Long"	4
"2014"	2014	1980	"Satkhira"	"2014-Satkhira"	"BR10"	"3"	"Long"	4.86
"2014"	2014	1980	"Bhanga"	"2014-Bhanga"	"BR10"	"3"	"Long"	4.375
"2015"	2015	1980	"Kustia"	"2015-Kustia"	"BR10"	"3"	"Long"	5.89
"2015"	2015	1980	"Sonagazi"	"2015-Sonagazi"	"BR10"	"3"	"Long"	4.016074419
"2015"	2015	1980	"Comilla"	"2015-Comilla"	"BR10"	"3"	"Long"	5.371207771
"2015"	2015	1980	"Gazipur"	"2015-Gazipur"	"BR10"	"3"	"Long"	5.992605304
"2015"	2015	1980	"Rajshahi"	"2015-Rajshahi"	"BR10"	"3"	"Long"	7.254906977
"2015"	2015	1980	"Rangpur"	"2015-Rangpur"	"BR10"	"3"	"Long"	3.1
"2015"	2015	1980	"Satkhira"	"2015-Satkhira"	"BR10"	"3"	"Long"	5.935658915
"2015"	2015	1980	"Bhanga"	"2015-Bhanga"	"BR10"	"3"	"Long"	5
"2001"	2001	1980	"Barisal"	"2001-Barisal"	"BR11"	"1"	"Medium"	3.66
"2001"	2001	1980	"Comilla"	"2001-Comilla"	"BR11"	"1"	"Medium"	4.322093023
"2001"	2001	1980	"Gazipur"	"2001-Gazipur"	"BR11"	"1"	"Medium"	3.237906977
"2001"	2001	1980	"Rajshahi"	"2001-Rajshahi"	"BR11"	"1"	"Medium"	3.88
"2001"	2001	1980	"Rangpur"	"2001-Rangpur"	"BR11"	"1"	"Medium"	4.063604651
"2001"	2001	1980	"Satkhira"	"2001-Satkhira"	"BR11"	"1"	"Medium"	6.910813953
"2001"	2001	1980	"Sonagazi"	"2001-Sonagazi"	"BR11"	"1"	"Medium"	3.233953488
"2002"	2002	1980	"Barisal"	"2002-Barisal"	"BR11"	"1"	"Medium"	4.05
"2002"	2002	1980	"Comilla"	"2002-Comilla"	"BR11"	"1"	"Medium"	3.5
"2002"	2002	1980	"Gazipur"	"2002-Gazipur"	"BR11"	"1"	"Medium"	4.868732558
"2002"	2002	1980	"Rajshahi"	"2002-Rajshahi"	"BR11"	"1"	"Medium"	4.179
"2002"	2002	1980	"Rangpur"	"2002-Rangpur"	"BR11"	"1"	"Medium"	3.76
"2002"	2002	1980	"Satkhira"	"2002-Satkhira"	"BR11"	"1"	"Medium"	6.454186047
"2002"	2002	1980	"Sonagazi"	"2002-Sonagazi"	"BR11"	"1"	"Medium"	3.532953488
"2003"	2003	1980	"Barisal"	"2003-Barisal"	"BR11"	"1"	"Medium"	4.527616279
"2003"	2003	1980	"Comilla"	"2003-Comilla"	"BR11"	"1"	"Medium"	2.990846512
"2003"	2003	1980	"Gazipur"	"2003-Gazipur"	"BR11"	"1"	"Medium"	3.233488372
"2003"	2003	1980	"Rajshahi"	"2003-Rajshahi"	"BR11"	"1"	"Medium"	4.0295
"2003"	2003	1980	"Rangpur"	"2003-Rangpur"	"BR11"	"1"	"Medium"	4.367209302
"2003"	2003	1980	"Satkhira"	"2003-Satkhira"	"BR11"	"1"	"Medium"	7.36744186
"2003"	2003	1980	"Sonagazi"	"2003-Sonagazi"	"BR11"	"1"	"Medium"	1.94
"2004"	2004	1980	"Barisal"	"2004-Barisal"	"BR11"	"1"	"Medium"	3.834839484
"2004"	2004	1980	"Comilla"	"2004-Comilla"	"BR11"	"1"	"Medium"	2.373575
"2004"	2004	1980	"Gazipur"	"2004-Gazipur"	"BR11"	"1"	"Medium"	4.486976744
"2004"	2004	1980	"Rajshahi"	"2004-Rajshahi"	"BR11"	"1"	"Medium"	4.246697674
"2004"	2004	1980	"Rangpur"	"2004-Rangpur"	"BR11"	"1"	"Medium"	3.73
"2004"	2004	1980	"Satkhira"	"2004-Satkhira"	"BR11"	"1"	"Medium"	6.733023256
"2004"	2004	1980	"Sonagazi"	"2004-Sonagazi"	"BR11"	"1"	"Medium"	3.872093023
"2004"	2004	1980	"Kustia"	"2004-Kustia"	"BR11"	"1"	"Medium"	3.434883721
"2005"	2005	1980	"Barisal"	"2005-Barisal"	"BR11"	"1"	"Medium"	5.233
"2005"	2005	1980	"Comilla"	"2005-Comilla"	"BR11"	"1"	"Medium"	3.879534884
"2005"	2005	1980	"Gazipur"	"2005-Gazipur"	"BR11"	"1"	"Medium"	4.405116279
"2005"	2005	1980	"Rajshahi"	"2005-Rajshahi"	"BR11"	"1"	"Medium"	5.61872093
"2005"	2005	1980	"Rangpur"	"2005-Rangpur"	"BR11"	"1"	"Medium"	2.955203965
"2005"	2005	1980	"Satkhira"	"2005-Satkhira"	"BR11"	"1"	"Medium"	6.303255814
"2005"	2005	1980	"Sonagazi"	"2005-Sonagazi"	"BR11"	"1"	"Medium"	3.73
"2005"	2005	1980	"Kustia"	"2005-Kustia"	"BR11"	"1"	"Medium"	4.906395349
"2006"	2006	1980	"Barisal"	"2006-Barisal"	"BR11"	"1"	"Medium"	3.24
"2006"	2006	1980	"Comilla"	"2006-Comilla"	"BR11"	"1"	"Medium"	0.51
"2006"	2006	1980	"Gazipur"	"2006-Gazipur"	"BR11"	"1"	"Medium"	4.05
"2006"	2006	1980	"Rajshahi"	"2006-Rajshahi"	"BR11"	"1"	"Medium"	5.4
"2006"	2006	1980	"Rangpur"	"2006-Rangpur"	"BR11"	"1"	"Medium"	5.6
"2006"	2006	1980	"Satkhira"	"2006-Satkhira"	"BR11"	"1"	"Medium"	4.8
"2006"	2006	1980	"Sonagazi"	"2006-Sonagazi"	"BR11"	"1"	"Medium"	5.87
"2006"	2006	1980	"Kustia"	"2006-Kustia"	"BR11"	"1"	"Medium"	5
"2007"	2007	1980	"Barisal"	"2007-Barisal"	"BR11"	"1"	"Medium"	2.8505
"2007"	2007	1980	"Comilla"	"2007-Comilla"	"BR11"	"1"	"Medium"	3.28
"2007"	2007	1980	"Gazipur"	"2007-Gazipur"	"BR11"	"1"	"Medium"	4.15
"2007"	2007	1980	"Rajshahi"	"2007-Rajshahi"	"BR11"	"1"	"Medium"	5.9
"2007"	2007	1980	"Rangpur"	"2007-Rangpur"	"BR11"	"1"	"Medium"	2.9
"2007"	2007	1980	"Satkhira"	"2007-Satkhira"	"BR11"	"1"	"Medium"	4.25
"2007"	2007	1980	"Sonagazi"	"2007-Sonagazi"	"BR11"	"1"	"Medium"	2.89
"2007"	2007	1980	"Kustia"	"2007-Kustia"	"BR11"	"1"	"Medium"	5.1
"2008"	2008	1980	"Barisal"	"2008-Barisal"	"BR11"	"1"	"Medium"	2.82525
"2008"	2008	1980	"Comilla"	"2008-Comilla"	"BR11"	"1"	"Medium"	2.36
"2008"	2008	1980	"Gazipur"	"2008-Gazipur"	"BR11"	"1"	"Medium"	4.05
"2008"	2008	1980	"Rajshahi"	"2008-Rajshahi"	"BR11"	"1"	"Medium"	4.53
"2008"	2008	1980	"Rangpur"	"2008-Rangpur"	"BR11"	"1"	"Medium"	4.1
"2008"	2008	1980	"Satkhira"	"2008-Satkhira"	"BR11"	"1"	"Medium"	4.525
"2008"	2008	1980	"Sonagazi"	"2008-Sonagazi"	"BR11"	"1"	"Medium"	2.1
"2008"	2008	1980	"Kustia"	"2008-Kustia"	"BR11"	"1"	"Medium"	5.2
"2009"	2009	1980	"Barisal"	"2009-Barisal"	"BR11"	"1"	"Medium"	2.8
"2009"	2009	1980	"Comilla"	"2009-Comilla"	"BR11"	"1"	"Medium"	3.58
"2009"	2009	1980	"Gazipur"	"2009-Gazipur"	"BR11"	"1"	"Medium"	4.575
"2009"	2009	1980	"Rajshahi"	"2009-Rajshahi"	"BR11"	"1"	"Medium"	5.215
"2009"	2009	1980	"Rangpur"	"2009-Rangpur"	"BR11"	"1"	"Medium"	4.65
"2009"	2009	1980	"Satkhira"	"2009-Satkhira"	"BR11"	"1"	"Medium"	4.3875
"2009"	2009	1980	"Sonagazi"	"2009-Sonagazi"	"BR11"	"1"	"Medium"	1.6
"2009"	2009	1980	"Kustia"	"2009-Kustia"	"BR11"	"1"	"Medium"	5.3
"2010"	2010	1980	"Barisal"	"2010-Barisal"	"BR11"	"1"	"Medium"	3.45
"2010"	2010	1980	"Comilla"	"2010-Comilla"	"BR11"	"1"	"Medium"	4.8
"2010"	2010	1980	"Gazipur"	"2010-Gazipur"	"BR11"	"1"	"Medium"	5.1
"2010"	2010	1980	"Rajshahi"	"2010-Rajshahi"	"BR11"	"1"	"Medium"	7.0075
"2010"	2010	1980	"Rangpur"	"2010-Rangpur"	"BR11"	"1"	"Medium"	4.8
"2010"	2010	1980	"Satkhira"	"2010-Satkhira"	"BR11"	"1"	"Medium"	4.45625
"2010"	2010	1980	"Sonagazi"	"2010-Sonagazi"	"BR11"	"1"	"Medium"	5.12
"2010"	2010	1980	"Kustia"	"2010-Kustia"	"BR11"	"1"	"Medium"	6
"2011"	2011	1980	"Barisal"	"2011-Barisal"	"BR11"	"1"	"Medium"	4.1
"2011"	2011	1980	"Comilla"	"2011-Comilla"	"BR11"	"1"	"Medium"	1.87
"2011"	2011	1980	"Gazipur"	"2011-Gazipur"	"BR11"	"1"	"Medium"	5.5
"2011"	2011	1980	"Rajshahi"	"2011-Rajshahi"	"BR11"	"1"	"Medium"	8.8
"2011"	2011	1980	"Rangpur"	"2011-Rangpur"	"BR11"	"1"	"Medium"	4
"2011"	2011	1980	"Satkhira"	"2011-Satkhira"	"BR11"	"1"	"Medium"	4.421875
"2011"	2011	1980	"Sonagazi"	"2011-Sonagazi"	"BR11"	"1"	"Medium"	7
"2011"	2011	1980	"Kustia"	"2011-Kustia"	"BR11"	"1"	"Medium"	4.77
"2012"	2012	1980	"Kustia"	"2012-Kustia"	"BR11"	"1"	"Medium"	4.84
"2012"	2012	1980	"Sonagazi"	"2012-Sonagazi"	"BR11"	"1"	"Medium"	4.9
"2012"	2012	1980	"Comilla"	"2012-Comilla"	"BR11"	"1"	"Medium"	4.27
"2012"	2012	1980	"Gazipur"	"2012-Gazipur"	"BR11"	"1"	"Medium"	4.114
"2012"	2012	1980	"Rajshahi"	"2012-Rajshahi"	"BR11"	"1"	"Medium"	4.83
"2012"	2012	1980	"Rangpur"	"2012-Rangpur"	"BR11"	"1"	"Medium"	2.15
"2012"	2012	1980	"Satkhira"	"2012-Satkhira"	"BR11"	"1"	"Medium"	3.07
"2012"	2012	1980	"Barisal"	"2012-Barisal"	"BR11"	"1"	"Medium"	3.99
"2013"	2013	1980	"Kustia"	"2013-Kustia"	"BR11"	"1"	"Medium"	5.6
"2013"	2013	1980	"Sonagazi"	"2013-Sonagazi"	"BR11"	"1"	"Medium"	4.82
"2013"	2013	1980	"Comilla"	"2013-Comilla"	"BR11"	"1"	"Medium"	4.25
"2013"	2013	1980	"Gazipur"	"2013-Gazipur"	"BR11"	"1"	"Medium"	5.9
"2013"	2013	1980	"Rajshahi"	"2013-Rajshahi"	"BR11"	"1"	"Medium"	4.86
"2013"	2013	1980	"Rangpur"	"2013-Rangpur"	"BR11"	"1"	"Medium"	3.5
"2013"	2013	1980	"Barisal"	"2013-Barisal"	"BR11"	"1"	"Medium"	5.06
"2014"	2014	1980	"Kustia"	"2014-Kustia"	"BR11"	"1"	"Medium"	5.73
"2014"	2014	1980	"Sonagazi"	"2014-Sonagazi"	"BR11"	"1"	"Medium"	3.8
"2014"	2014	1980	"Comilla"	"2014-Comilla"	"BR11"	"1"	"Medium"	4.23
"2014"	2014	1980	"Gazipur"	"2014-Gazipur"	"BR11"	"1"	"Medium"	7
"2014"	2014	1980	"Rajshahi"	"2014-Rajshahi"	"BR11"	"1"	"Medium"	4.639604651
"2014"	2014	1980	"Rangpur"	"2014-Rangpur"	"BR11"	"1"	"Medium"	5.2
"2014"	2014	1980	"Satkhira"	"2014-Satkhira"	"BR11"	"1"	"Medium"	6.24
"2014"	2014	1980	"Bhanga"	"2014-Bhanga"	"BR11"	"1"	"Medium"	3.5
"2015"	2015	1980	"Kustia"	"2015-Kustia"	"BR11"	"1"	"Medium"	6.35
"2015"	2015	1980	"Sonagazi"	"2015-Sonagazi"	"BR11"	"1"	"Medium"	3.055311628
"2015"	2015	1980	"Comilla"	"2015-Comilla"	"BR11"	"1"	"Medium"	4.920566561
"2015"	2015	1980	"Gazipur"	"2015-Gazipur"	"BR11"	"1"	"Medium"	7.37716454
"2015"	2015	1980	"Rajshahi"	"2015-Rajshahi"	"BR11"	"1"	"Medium"	6.750581395
"2015"	2015	1980	"Rangpur"	"2015-Rangpur"	"BR11"	"1"	"Medium"	3.2
"2015"	2015	1980	"Satkhira"	"2015-Satkhira"	"BR11"	"1"	"Medium"	6.03875969
"2015"	2015	1980	"Bhanga"	"2015-Bhanga"	"BR11"	"1"	"Medium"	3.75
"2001"	2001	1980	"Barisal"	"2001-Barisal"	"BR11"	"2"	"Medium"	3.72
"2001"	2001	1980	"Comilla"	"2001-Comilla"	"BR11"	"2"	"Medium"	4.89244186
"2001"	2001	1980	"Gazipur"	"2001-Gazipur"	"BR11"	"2"	"Medium"	3.999767442
"2001"	2001	1980	"Rajshahi"	"2001-Rajshahi"	"BR11"	"2"	"Medium"	3.96
"2001"	2001	1980	"Rangpur"	"2001-Rangpur"	"BR11"	"2"	"Medium"	3.953284884
"2001"	2001	1980	"Satkhira"	"2001-Satkhira"	"BR11"	"2"	"Medium"	7.053313953
"2001"	2001	1980	"Sonagazi"	"2001-Sonagazi"	"BR11"	"2"	"Medium"	3.999767442
"2002"	2002	1980	"Barisal"	"2002-Barisal"	"BR11"	"2"	"Medium"	5.05
"2002"	2002	1980	"Comilla"	"2002-Comilla"	"BR11"	"2"	"Medium"	5.4
"2002"	2002	1980	"Gazipur"	"2002-Gazipur"	"BR11"	"2"	"Medium"	3.976218605
"2002"	2002	1980	"Rajshahi"	"2002-Rajshahi"	"BR11"	"2"	"Medium"	4.259
"2002"	2002	1980	"Rangpur"	"2002-Rangpur"	"BR11"	"2"	"Medium"	3.79
"2002"	2002	1980	"Satkhira"	"2002-Satkhira"	"BR11"	"2"	"Medium"	6.585697674
"2002"	2002	1980	"Sonagazi"	"2002-Sonagazi"	"BR11"	"2"	"Medium"	4.298767442
"2003"	2003	1980	"Barisal"	"2003-Barisal"	"BR11"	"2"	"Medium"	5.161674419
"2003"	2003	1980	"Comilla"	"2003-Comilla"	"BR11"	"2"	"Medium"	2.307667442
"2003"	2003	1980	"Gazipur"	"2003-Gazipur"	"BR11"	"2"	"Medium"	2.051244186
"2003"	2003	1980	"Rajshahi"	"2003-Rajshahi"	"BR11"	"2"	"Medium"	4.1095
"2003"	2003	1980	"Rangpur"	"2003-Rangpur"	"BR11"	"2"	"Medium"	4.116569767
"2003"	2003	1980	"Satkhira"	"2003-Satkhira"	"BR11"	"2"	"Medium"	7.520930233
"2003"	2003	1980	"Sonagazi"	"2003-Sonagazi"	"BR11"	"2"	"Medium"	1.86
"2004"	2004	1980	"Barisal"	"2004-Barisal"	"BR11"	"2"	"Medium"	3.220298281
"2004"	2004	1980	"Comilla"	"2004-Comilla"	"BR11"	"2"	"Medium"	2.107905814
"2004"	2004	1980	"Gazipur"	"2004-Gazipur"	"BR11"	"2"	"Medium"	4.295
"2004"	2004	1980	"Rajshahi"	"2004-Rajshahi"	"BR11"	"2"	"Medium"	2.873953488
"2004"	2004	1980	"Rangpur"	"2004-Rangpur"	"BR11"	"2"	"Medium"	3.32
"2004"	2004	1980	"Satkhira"	"2004-Satkhira"	"BR11"	"2"	"Medium"	6.579534884
"2004"	2004	1980	"Sonagazi"	"2004-Sonagazi"	"BR11"	"2"	"Medium"	3.318393235
"2004"	2004	1980	"Kustia"	"2004-Kustia"	"BR11"	"2"	"Medium"	3.211
"2005"	2005	1980	"Barisal"	"2005-Barisal"	"BR11"	"2"	"Medium"	3.872
"2005"	2005	1980	"Comilla"	"2005-Comilla"	"BR11"	"2"	"Medium"	3.6
"2005"	2005	1980	"Gazipur"	"2005-Gazipur"	"BR11"	"2"	"Medium"	4.744476744
"2005"	2005	1980	"Rajshahi"	"2005-Rajshahi"	"BR11"	"2"	"Medium"	5.770116279
"2005"	2005	1980	"Rangpur"	"2005-Rangpur"	"BR11"	"2"	"Medium"	1.232367518
"2005"	2005	1980	"Satkhira"	"2005-Satkhira"	"BR11"	"2"	"Medium"	6.385116279
"2005"	2005	1980	"Sonagazi"	"2005-Sonagazi"	"BR11"	"2"	"Medium"	3.88
"2005"	2005	1980	"Kustia"	"2005-Kustia"	"BR11"	"2"	"Medium"	4.742139535
"2006"	2006	1980	"Barisal"	"2006-Barisal"	"BR11"	"2"	"Medium"	4.2
"2006"	2006	1980	"Comilla"	"2006-Comilla"	"BR11"	"2"	"Medium"	0.49
"2006"	2006	1980	"Gazipur"	"2006-Gazipur"	"BR11"	"2"	"Medium"	3.75
"2006"	2006	1980	"Rajshahi"	"2006-Rajshahi"	"BR11"	"2"	"Medium"	5.5
"2006"	2006	1980	"Rangpur"	"2006-Rangpur"	"BR11"	"2"	"Medium"	3.9
"2006"	2006	1980	"Satkhira"	"2006-Satkhira"	"BR11"	"2"	"Medium"	4.6
"2006"	2006	1980	"Sonagazi"	"2006-Sonagazi"	"BR11"	"2"	"Medium"	5.62
"2006"	2006	1980	"Kustia"	"2006-Kustia"	"BR11"	"2"	"Medium"	5.5
"2007"	2007	1980	"Barisal"	"2007-Barisal"	"BR11"	"2"	"Medium"	4.047
"2007"	2007	1980	"Comilla"	"2007-Comilla"	"BR11"	"2"	"Medium"	3.48
"2007"	2007	1980	"Gazipur"	"2007-Gazipur"	"BR11"	"2"	"Medium"	4
"2007"	2007	1980	"Rajshahi"	"2007-Rajshahi"	"BR11"	"2"	"Medium"	4.7
"2007"	2007	1980	"Rangpur"	"2007-Rangpur"	"BR11"	"2"	"Medium"	2.6
"2007"	2007	1980	"Satkhira"	"2007-Satkhira"	"BR11"	"2"	"Medium"	3.95
"2007"	2007	1980	"Sonagazi"	"2007-Sonagazi"	"BR11"	"2"	"Medium"	2.97
"2007"	2007	1980	"Kustia"	"2007-Kustia"	"BR11"	"2"	"Medium"	5.7
"2008"	2008	1980	"Barisal"	"2008-Barisal"	"BR11"	"2"	"Medium"	2.6735
"2008"	2008	1980	"Comilla"	"2008-Comilla"	"BR11"	"2"	"Medium"	2.22
"2008"	2008	1980	"Gazipur"	"2008-Gazipur"	"BR11"	"2"	"Medium"	3.75
"2008"	2008	1980	"Rajshahi"	"2008-Rajshahi"	"BR11"	"2"	"Medium"	2.77
"2008"	2008	1980	"Rangpur"	"2008-Rangpur"	"BR11"	"2"	"Medium"	4.65
"2008"	2008	1980	"Satkhira"	"2008-Satkhira"	"BR11"	"2"	"Medium"	4.275
"2008"	2008	1980	"Sonagazi"	"2008-Sonagazi"	"BR11"	"2"	"Medium"	1.7
"2008"	2008	1980	"Kustia"	"2008-Kustia"	"BR11"	"2"	"Medium"	5.45
"2009"	2009	1980	"Barisal"	"2009-Barisal"	"BR11"	"2"	"Medium"	1.3
"2009"	2009	1980	"Comilla"	"2009-Comilla"	"BR11"	"2"	"Medium"	3.595
"2009"	2009	1980	"Gazipur"	"2009-Gazipur"	"BR11"	"2"	"Medium"	4.2
"2009"	2009	1980	"Rajshahi"	"2009-Rajshahi"	"BR11"	"2"	"Medium"	3.735
"2009"	2009	1980	"Rangpur"	"2009-Rangpur"	"BR11"	"2"	"Medium"	4.4
"2009"	2009	1980	"Satkhira"	"2009-Satkhira"	"BR11"	"2"	"Medium"	4.1125
"2009"	2009	1980	"Sonagazi"	"2009-Sonagazi"	"BR11"	"2"	"Medium"	1.5
"2009"	2009	1980	"Kustia"	"2009-Kustia"	"BR11"	"2"	"Medium"	5.2
"2010"	2010	1980	"Barisal"	"2010-Barisal"	"BR11"	"2"	"Medium"	2.515
"2010"	2010	1980	"Comilla"	"2010-Comilla"	"BR11"	"2"	"Medium"	4.97
"2010"	2010	1980	"Gazipur"	"2010-Gazipur"	"BR11"	"2"	"Medium"	4.65
"2010"	2010	1980	"Rajshahi"	"2010-Rajshahi"	"BR11"	"2"	"Medium"	6.2675
"2010"	2010	1980	"Rangpur"	"2010-Rangpur"	"BR11"	"2"	"Medium"	4.9
"2010"	2010	1980	"Satkhira"	"2010-Satkhira"	"BR11"	"2"	"Medium"	4.19375
"2010"	2010	1980	"Sonagazi"	"2010-Sonagazi"	"BR11"	"2"	"Medium"	4.75
"2010"	2010	1980	"Kustia"	"2010-Kustia"	"BR11"	"2"	"Medium"	6.8
"2011"	2011	1980	"Barisal"	"2011-Barisal"	"BR11"	"2"	"Medium"	3.73
"2011"	2011	1980	"Comilla"	"2011-Comilla"	"BR11"	"2"	"Medium"	1.58
"2011"	2011	1980	"Gazipur"	"2011-Gazipur"	"BR11"	"2"	"Medium"	4.75
"2011"	2011	1980	"Rajshahi"	"2011-Rajshahi"	"BR11"	"2"	"Medium"	8.8
"2011"	2011	1980	"Rangpur"	"2011-Rangpur"	"BR11"	"2"	"Medium"	3.8
"2011"	2011	1980	"Satkhira"	"2011-Satkhira"	"BR11"	"2"	"Medium"	4.153125
"2011"	2011	1980	"Sonagazi"	"2011-Sonagazi"	"BR11"	"2"	"Medium"	6
"2011"	2011	1980	"Kustia"	"2011-Kustia"	"BR11"	"2"	"Medium"	4.82
"2012"	2012	1980	"Kustia"	"2012-Kustia"	"BR11"	"2"	"Medium"	4.76
"2012"	2012	1980	"Sonagazi"	"2012-Sonagazi"	"BR11"	"2"	"Medium"	4.75
"2012"	2012	1980	"Comilla"	"2012-Comilla"	"BR11"	"2"	"Medium"	4.2
"2012"	2012	1980	"Gazipur"	"2012-Gazipur"	"BR11"	"2"	"Medium"	3.438
"2012"	2012	1980	"Rajshahi"	"2012-Rajshahi"	"BR11"	"2"	"Medium"	4.73
"2012"	2012	1980	"Rangpur"	"2012-Rangpur"	"BR11"	"2"	"Medium"	2.4
"2012"	2012	1980	"Satkhira"	"2012-Satkhira"	"BR11"	"2"	"Medium"	3.105
"2012"	2012	1980	"Barisal"	"2012-Barisal"	"BR11"	"2"	"Medium"	3.81
"2013"	2013	1980	"Kustia"	"2013-Kustia"	"BR11"	"2"	"Medium"	5.4
"2013"	2013	1980	"Sonagazi"	"2013-Sonagazi"	"BR11"	"2"	"Medium"	4.89
"2013"	2013	1980	"Comilla"	"2013-Comilla"	"BR11"	"2"	"Medium"	4.16
