"Y"	"t.k"	"r.i"	"L"	"Env"	"G"	"Rep"	"Group"	"Yield"
"2015"	2015	1970	"Rangpur"	"2015-2016-Rangpur"	"BR1"	"2"	"Short"	4.88
"2015"	2015	1970	"Satkhira"	"2015-2016-Satkhira"	"BR1"	"2"	"Short"	6.41
"2015"	2015	1970	"Sonagazi"	"2015-2016-Sonagazi"	"BR1"	"2"	"Short"	5.55
"2015"	2015	1970	"Kustia"	"2015-2016-Kustia"	"BR1"	"2"	"Short"	6.69
"2015"	2015	1970	"Rajshahi"	"2015-2016-Rajshahi"	"BR1"	"2"	"Short"	5.98
"2001"	2001	1970	"Barisal"	"2001-2002-Barisal"	"BR1"	"3"	"Short"	6.83
"2001"	2001	1970	"Bhanga"	"2001-2002-Bhanga"	"BR1"	"3"	"Short"	6
"2001"	2001	1970	"Comilla"	"2001-2002-Comilla"	"BR1"	"3"	"Short"	5.96
"2001"	2001	1970	"Habiganj"	"2001-2002-Habiganj"	"BR1"	"3"	"Short"	5.27
"2001"	2001	1970	"Rajshahi"	"2001-2002-Rajshahi"	"BR1"	"3"	"Short"	5.5
"2001"	2001	1970	"Rangpur"	"2001-2002-Rangpur"	"BR1"	"3"	"Short"	4.82
"2001"	2001	1970	"Satkhira"	"2001-2002-Satkhira"	"BR1"	"3"	"Short"	5.32
"2002"	2002	1970	"Barisal"	"2002-2003-Barisal"	"BR1"	"3"	"Short"	5.24
"2002"	2002	1970	"Bhanga"	"2002-2003-Bhanga"	"BR1"	"3"	"Short"	4.24
"2002"	2002	1970	"Comilla"	"2002-2003-Comilla"	"BR1"	"3"	"Short"	4.58
"2002"	2002	1970	"Gazipur"	"2002-2003-Gazipur"	"BR1"	"3"	"Short"	4.24
"2002"	2002	1970	"Habiganj"	"2002-2003-Habiganj"	"BR1"	"3"	"Short"	5.55
"2002"	2002	1970	"Rajshahi"	"2002-2003-Rajshahi"	"BR1"	"3"	"Short"	2.4
"2002"	2002	1970	"Rangpur"	"2002-2003-Rangpur"	"BR1"	"3"	"Short"	3.14
"2002"	2002	1970	"Satkhira"	"2002-2003-Satkhira"	"BR1"	"3"	"Short"	4.35
"2003"	2003	1970	"Barisal"	"2003-2004-Barisal"	"BR1"	"3"	"Short"	5.13
"2003"	2003	1970	"Bhanga"	"2003-2004-Bhanga"	"BR1"	"3"	"Short"	5.17
"2003"	2003	1970	"Comilla"	"2003-2004-Comilla"	"BR1"	"3"	"Short"	4.53
"2003"	2003	1970	"Gazipur"	"2003-2004-Gazipur"	"BR1"	"3"	"Short"	2.15
"2003"	2003	1970	"Habiganj"	"2003-2004-Habiganj"	"BR1"	"3"	"Short"	4.1
"2003"	2003	1970	"Rajshahi"	"2003-2004-Rajshahi"	"BR1"	"3"	"Short"	2.35
"2003"	2003	1970	"Rangpur"	"2003-2004-Rangpur"	"BR1"	"3"	"Short"	4.25
"2003"	2003	1970	"Satkhira"	"2003-2004-Satkhira"	"BR1"	"3"	"Short"	5.47
"2004"	2004	1970	"Barisal"	"2004-2005-Barisal"	"BR1"	"3"	"Short"	5.27
"2004"	2004	1970	"Bhanga"	"2004-2005-Bhanga"	"BR1"	"3"	"Short"	7.27
"2004"	2004	1970	"Comilla"	"2004-2005-Comilla"	"BR1"	"3"	"Short"	5.72
"2004"	2004	1970	"Gazipur"	"2004-2005-Gazipur"	"BR1"	"3"	"Short"	3.94
"2004"	2004	1970	"Habiganj"	"2004-2005-Habiganj"	"BR1"	"3"	"Short"	4.52
"2004"	2004	1970	"Rajshahi"	"2004-2005-Rajshahi"	"BR1"	"3"	"Short"	5.16
"2004"	2004	1970	"Rangpur"	"2004-2005-Rangpur"	"BR1"	"3"	"Short"	5.08
"2004"	2004	1970	"Satkhira"	"2004-2005-Satkhira"	"BR1"	"3"	"Short"	5.54
"2004"	2004	1970	"Kustia"	"2004-2005-Kustia"	"BR1"	"3"	"Short"	5.81
"2005"	2005	1970	"Barisal"	"2005-2006-Barisal"	"BR1"	"3"	"Short"	5.73
"2005"	2005	1970	"Bhanga"	"2005-2006-Bhanga"	"BR1"	"3"	"Short"	5.06
"2005"	2005	1970	"Comilla"	"2005-2006-Comilla"	"BR1"	"3"	"Short"	6.19
"2005"	2005	1970	"Gazipur"	"2005-2006-Gazipur"	"BR1"	"3"	"Short"	5.92
"2005"	2005	1970	"Habiganj"	"2005-2006-Habiganj"	"BR1"	"3"	"Short"	6.5
"2005"	2005	1970	"Rajshahi"	"2005-2006-Rajshahi"	"BR1"	"3"	"Short"	3.42
"2005"	2005	1970	"Rangpur"	"2005-2006-Rangpur"	"BR1"	"3"	"Short"	2.41
"2005"	2005	1970	"Satkhira"	"2005-2006-Satkhira"	"BR1"	"3"	"Short"	5.53
"2005"	2005	1970	"Kustia"	"2005-2006-Kustia"	"BR1"	"3"	"Short"	7.03
"2006"	2006	1970	"Barisal"	"2006-2007-Barisal"	"BR1"	"3"	"Short"	6.01
"2006"	2006	1970	"Bhanga"	"2006-2007-Bhanga"	"BR1"	"3"	"Short"	6.28
"2006"	2006	1970	"Comilla"	"2006-2007-Comilla"	"BR1"	"3"	"Short"	6.48
"2006"	2006	1970	"Gazipur"	"2006-2007-Gazipur"	"BR1"	"3"	"Short"	5.01
"2006"	2006	1970	"Habiganj"	"2006-2007-Habiganj"	"BR1"	"3"	"Short"	4.62
"2006"	2006	1970	"Rajshahi"	"2006-2007-Rajshahi"	"BR1"	"3"	"Short"	5.3
"2006"	2006	1970	"Kustia"	"2006-2007-Kustia"	"BR1"	"3"	"Short"	8.24
"2006"	2006	1970	"Rangpur"	"2006-2007-Rangpur"	"BR1"	"3"	"Short"	5.21
"2006"	2006	1970	"Satkhira"	"2006-2007-Satkhira"	"BR1"	"3"	"Short"	5.38
"2007"	2007	1970	"Barisal"	"2007-2008-Barisal"	"BR1"	"3"	"Short"	5.87
"2007"	2007	1970	"Bhanga"	"2007-2008-Bhanga"	"BR1"	"3"	"Short"	5.63
"2007"	2007	1970	"Comilla"	"2007-2008-Comilla"	"BR1"	"3"	"Short"	6.38
"2007"	2007	1970	"Gazipur"	"2007-2008-Gazipur"	"BR1"	"3"	"Short"	4.9
"2007"	2007	1970	"Habiganj"	"2007-2008-Habiganj"	"BR1"	"3"	"Short"	4.62
"2007"	2007	1970	"Rangpur"	"2007-2008-Rangpur"	"BR1"	"3"	"Short"	2.3
"2007"	2007	1970	"Satkhira"	"2007-2008-Satkhira"	"BR1"	"3"	"Short"	8.5
"2007"	2007	1970	"Kustia"	"2007-2008-Kustia"	"BR1"	"3"	"Short"	6.84
"2007"	2007	1970	"Rajshahi"	"2007-2008-Rajshahi"	"BR1"	"3"	"Short"	4.5
"2008"	2008	1970	"Barisal"	"2008-2009-Barisal"	"BR1"	"3"	"Short"	5.39
"2008"	2008	1970	"Bhanga"	"2008-2009-Bhanga"	"BR1"	"3"	"Short"	5.96
"2008"	2008	1970	"Comilla"	"2008-2009-Comilla"	"BR1"	"3"	"Short"	5.2
"2008"	2008	1970	"Gazipur"	"2008-2009-Gazipur"	"BR1"	"3"	"Short"	4.7
"2008"	2008	1970	"Habiganj"	"2008-2009-Habiganj"	"BR1"	"3"	"Short"	6.5
"2008"	2008	1970	"Rajshahi"	"2008-2009-Rajshahi"	"BR1"	"3"	"Short"	3.69
"2008"	2008	1970	"Rangpur"	"2008-2009-Rangpur"	"BR1"	"3"	"Short"	2.4
"2008"	2008	1970	"Kustia"	"2008-2009-Kustia"	"BR1"	"3"	"Short"	7.7
"2008"	2008	1970	"Satkhira"	"2008-2009-Satkhira"	"BR1"	"3"	"Short"	6.94
"2009"	2009	1970	"Barisal"	"2009-2010-Barisal"	"BR1"	"3"	"Short"	4.9
"2009"	2009	1970	"Bhanga"	"2009-2010-Bhanga"	"BR1"	"3"	"Short"	6.23
"2009"	2009	1970	"Comilla"	"2009-2010-Comilla"	"BR1"	"3"	"Short"	5.8
"2009"	2009	1970	"Gazipur"	"2009-2010-Gazipur"	"BR1"	"3"	"Short"	4.31
"2009"	2009	1970	"Habiganj"	"2009-2010-Habiganj"	"BR1"	"3"	"Short"	5.9
"2009"	2009	1970	"Rajshahi"	"2009-2010-Rajshahi"	"BR1"	"3"	"Short"	4.09
"2009"	2009	1970	"Rangpur"	"2009-2010-Rangpur"	"BR1"	"3"	"Short"	2.4
"2009"	2009	1970	"Satkhira"	"2009-2010-Satkhira"	"BR1"	"3"	"Short"	5.97
"2009"	2009	1970	"Kustia"	"2009-2010-Kustia"	"BR1"	"3"	"Short"	6.22
"2010"	2010	1970	"Barisal"	"2010-2011-Barisal"	"BR1"	"3"	"Short"	5.19
"2010"	2010	1970	"Bhanga"	"2010-2011-Bhanga"	"BR1"	"3"	"Short"	6.51
"2010"	2010	1970	"Comilla"	"2010-2011-Comilla"	"BR1"	"3"	"Short"	5.76
"2010"	2010	1970	"Gazipur"	"2010-2011-Gazipur"	"BR1"	"3"	"Short"	2.5
"2010"	2010	1970	"Habiganj"	"2010-2011-Habiganj"	"BR1"	"3"	"Short"	5.3
"2010"	2010	1970	"Rangpur"	"2010-2011-Rangpur"	"BR1"	"3"	"Short"	2.5
"2010"	2010	1970	"Satkhira"	"2010-2011-Satkhira"	"BR1"	"3"	"Short"	5
"2010"	2010	1970	"Sonagazi"	"2010-2011-Sonagazi"	"BR1"	"3"	"Short"	5.1
"2010"	2010	1970	"Kustia"	"2010-2011-Kustia"	"BR1"	"3"	"Short"	4.73
"2010"	2010	1970	"Rajshahi"	"2010-2011-Rajshahi"	"BR1"	"3"	"Short"	5.46
"2011"	2011	1970	"Barisal"	"2011-2012-Barisal"	"BR1"	"3"	"Short"	5.19
"2011"	2011	1970	"Bhanga"	"2011-2012-Bhanga"	"BR1"	"3"	"Short"	6.51
"2011"	2011	1970	"Comilla"	"2011-2012-Comilla"	"BR1"	"3"	"Short"	5.52
"2011"	2011	1970	"Gazipur"	"2011-2012-Gazipur"	"BR1"	"3"	"Short"	5.66
"2011"	2011	1970	"Habiganj"	"2011-2012-Habiganj"	"BR1"	"3"	"Short"	5.3
"2011"	2011	1970	"Rangpur"	"2011-2012-Rangpur"	"BR1"	"3"	"Short"	2.5
"2011"	2011	1970	"Satkhira"	"2011-2012-Satkhira"	"BR1"	"3"	"Short"	6.39
"2011"	2011	1970	"Sonagazi"	"2011-2012-Sonagazi"	"BR1"	"3"	"Short"	5.1
"2011"	2011	1970	"Kustia"	"2011-2012-Kustia"	"BR1"	"3"	"Short"	4.73
"2011"	2011	1970	"Rajshahi"	"2011-2012-Rajshahi"	"BR1"	"3"	"Short"	6.83
"2012"	2012	1970	"Barisal"	"2012-2013-Barisal"	"BR1"	"3"	"Short"	5.47
"2012"	2012	1970	"Bhanga"	"2012-2013-Bhanga"	"BR1"	"3"	"Short"	7.29
"2012"	2012	1970	"Comilla"	"2012-2013-Comilla"	"BR1"	"3"	"Short"	5.31
"2012"	2012	1970	"Gazipur"	"2012-2013-Gazipur"	"BR1"	"3"	"Short"	5.63
"2012"	2012	1970	"Habiganj"	"2012-2013-Habiganj"	"BR1"	"3"	"Short"	5.6
"2012"	2012	1970	"Rangpur"	"2012-2013-Rangpur"	"BR1"	"3"	"Short"	6.2
"2012"	2012	1970	"Satkhira"	"2012-2013-Satkhira"	"BR1"	"3"	"Short"	6.8
"2012"	2012	1970	"Sonagazi"	"2012-2013-Sonagazi"	"BR1"	"3"	"Short"	4.42
"2012"	2012	1970	"Kustia"	"2012-2013-Kustia"	"BR1"	"3"	"Short"	6.33
"2012"	2012	1970	"Rajshahi"	"2012-2013-Rajshahi"	"BR1"	"3"	"Short"	4.3
"2013"	2013	1970	"Barisal"	"2013-2014-Barisal"	"BR1"	"3"	"Short"	4.61
"2013"	2013	1970	"Bhanga"	"2013-2014-Bhanga"	"BR1"	"3"	"Short"	5.8
"2013"	2013	1970	"Comilla"	"2013-2014-Comilla"	"BR1"	"3"	"Short"	5.17
"2013"	2013	1970	"Gazipur"	"2013-2014-Gazipur"	"BR1"	"3"	"Short"	6.3
"2013"	2013	1970	"Habiganj"	"2013-2014-Habiganj"	"BR1"	"3"	"Short"	6.08
"2013"	2013	1970	"Rangpur"	"2013-2014-Rangpur"	"BR1"	"3"	"Short"	5.7
"2013"	2013	1970	"Satkhira"	"2013-2014-Satkhira"	"BR1"	"3"	"Short"	5.98
"2013"	2013	1970	"Sonagazi"	"2013-2014-Sonagazi"	"BR1"	"3"	"Short"	5.04
"2013"	2013	1970	"Kustia"	"2013-2014-Kustia"	"BR1"	"3"	"Short"	6.01
"2013"	2013	1970	"Rajshahi"	"2013-2014-Rajshahi"	"BR1"	"3"	"Short"	4.74
"2014"	2014	1970	"Barisal"	"2014-2015-Barisal"	"BR1"	"3"	"Short"	4.07
"2014"	2014	1970	"Bhanga"	"2014-2015-Bhanga"	"BR1"	"3"	"Short"	7.44
"2014"	2014	1970	"Comilla"	"2014-2015-Comilla"	"BR1"	"3"	"Short"	4.57
"2014"	2014	1970	"Gazipur"	"2014-2015-Gazipur"	"BR1"	"3"	"Short"	6.9
"2014"	2014	1970	"Habiganj"	"2014-2015-Habiganj"	"BR1"	"3"	"Short"	5.96
"2014"	2014	1970	"Rangpur"	"2014-2015-Rangpur"	"BR1"	"3"	"Short"	3.05
"2014"	2014	1970	"Satkhira"	"2014-2015-Satkhira"	"BR1"	"3"	"Short"	5.71
"2014"	2014	1970	"Sonagazi"	"2014-2015-Sonagazi"	"BR1"	"3"	"Short"	5.06
"2014"	2014	1970	"Kustia"	"2014-2015-Kustia"	"BR1"	"3"	"Short"	5.69
"2014"	2014	1970	"Rajshahi"	"2014-2015-Rajshahi"	"BR1"	"3"	"Short"	5.18
"2015"	2015	1970	"Barisal"	"2015-2016-Barisal"	"BR1"	"3"	"Short"	5.32
"2015"	2015	1970	"Bhanga"	"2015-2016-Bhanga"	"BR1"	"3"	"Short"	5.95
"2015"	2015	1970	"Comilla"	"2015-2016-Comilla"	"BR1"	"3"	"Short"	5.8
"2015"	2015	1970	"Gazipur"	"2015-2016-Gazipur"	"BR1"	"3"	"Short"	5.73
"2015"	2015	1970	"Habiganj"	"2015-2016-Habiganj"	"BR1"	"3"	"Short"	6
"2015"	2015	1970	"Rangpur"	"2015-2016-Rangpur"	"BR1"	"3"	"Short"	4.37
"2015"	2015	1970	"Satkhira"	"2015-2016-Satkhira"	"BR1"	"3"	"Short"	5.1
"2015"	2015	1970	"Sonagazi"	"2015-2016-Sonagazi"	"BR1"	"3"	"Short"	4.97
"2015"	2015	1970	"Kustia"	"2015-2016-Kustia"	"BR1"	"3"	"Short"	6.4
"2015"	2015	1970	"Rajshahi"	"2015-2016-Rajshahi"	"BR1"	"3"	"Short"	6.08
"2001"	2001	1983	"Barisal"	"2001-2002-Barisal"	"BR12"	"1"	"Long"	7.48
"2001"	2001	1983	"Bhanga"	"2001-2002-Bhanga"	"BR12"	"1"	"Long"	5.7
"2001"	2001	1983	"Comilla"	"2001-2002-Comilla"	"BR12"	"1"	"Long"	4.62
"2001"	2001	1983	"Habiganj"	"2001-2002-Habiganj"	"BR12"	"1"	"Long"	4.57
"2001"	2001	1983	"Rajshahi"	"2001-2002-Rajshahi"	"BR12"	"1"	"Long"	5.1
"2001"	2001	1983	"Rangpur"	"2001-2002-Rangpur"	"BR12"	"1"	"Long"	7.07
"2001"	2001	1983	"Satkhira"	"2001-2002-Satkhira"	"BR12"	"1"	"Long"	4.25
"2002"	2002	1983	"Barisal"	"2002-2003-Barisal"	"BR12"	"1"	"Long"	5.61
"2002"	2002	1983	"Bhanga"	"2002-2003-Bhanga"	"BR12"	"1"	"Long"	6.25
"2002"	2002	1983	"Comilla"	"2002-2003-Comilla"	"BR12"	"1"	"Long"	4.94
"2002"	2002	1983	"Gazipur"	"2002-2003-Gazipur"	"BR12"	"1"	"Long"	4.92
"2002"	2002	1983	"Habiganj"	"2002-2003-Habiganj"	"BR12"	"1"	"Long"	4.55
"2002"	2002	1983	"Rajshahi"	"2002-2003-Rajshahi"	"BR12"	"1"	"Long"	4.24
"2002"	2002	1983	"Rangpur"	"2002-2003-Rangpur"	"BR12"	"1"	"Long"	4.54
"2002"	2002	1983	"Satkhira"	"2002-2003-Satkhira"	"BR12"	"1"	"Long"	3.45
"2003"	2003	1983	"Barisal"	"2003-2004-Barisal"	"BR12"	"1"	"Long"	4.97
"2003"	2003	1983	"Bhanga"	"2003-2004-Bhanga"	"BR12"	"1"	"Long"	5.4
"2003"	2003	1983	"Comilla"	"2003-2004-Comilla"	"BR12"	"1"	"Long"	4.5
"2003"	2003	1983	"Gazipur"	"2003-2004-Gazipur"	"BR12"	"1"	"Long"	2.9
"2003"	2003	1983	"Habiganj"	"2003-2004-Habiganj"	"BR12"	"1"	"Long"	5.93
"2003"	2003	1983	"Rajshahi"	"2003-2004-Rajshahi"	"BR12"	"1"	"Long"	2.54
"2003"	2003	1983	"Rangpur"	"2003-2004-Rangpur"	"BR12"	"1"	"Long"	6.04
"2003"	2003	1983	"Satkhira"	"2003-2004-Satkhira"	"BR12"	"1"	"Long"	4.34
"2004"	2004	1983	"Barisal"	"2004-2005-Barisal"	"BR12"	"1"	"Long"	6.76
"2004"	2004	1983	"Bhanga"	"2004-2005-Bhanga"	"BR12"	"1"	"Long"	6.12
"2004"	2004	1983	"Comilla"	"2004-2005-Comilla"	"BR12"	"1"	"Long"	5.12
"2004"	2004	1983	"Gazipur"	"2004-2005-Gazipur"	"BR12"	"1"	"Long"	4.15
"2004"	2004	1983	"Habiganj"	"2004-2005-Habiganj"	"BR12"	"1"	"Long"	5.02
"2004"	2004	1983	"Rajshahi"	"2004-2005-Rajshahi"	"BR12"	"1"	"Long"	4.5
"2004"	2004	1983	"Rangpur"	"2004-2005-Rangpur"	"BR12"	"1"	"Long"	4.43
"2004"	2004	1983	"Satkhira"	"2004-2005-Satkhira"	"BR12"	"1"	"Long"	3.89
"2004"	2004	1983	"Kustia"	"2004-2005-Kustia"	"BR12"	"1"	"Long"	4.35
"2005"	2005	1983	"Barisal"	"2005-2006-Barisal"	"BR12"	"1"	"Long"	6.02
"2005"	2005	1983	"Bhanga"	"2005-2006-Bhanga"	"BR12"	"1"	"Long"	6.92
"2005"	2005	1983	"Comilla"	"2005-2006-Comilla"	"BR12"	"1"	"Long"	5.4
"2005"	2005	1983	"Gazipur"	"2005-2006-Gazipur"	"BR12"	"1"	"Long"	6.25
"2005"	2005	1983	"Habiganj"	"2005-2006-Habiganj"	"BR12"	"1"	"Long"	5.02
"2005"	2005	1983	"Rajshahi"	"2005-2006-Rajshahi"	"BR12"	"1"	"Long"	3.96
"2005"	2005	1983	"Rangpur"	"2005-2006-Rangpur"	"BR12"	"1"	"Long"	3.06
"2005"	2005	1983	"Satkhira"	"2005-2006-Satkhira"	"BR12"	"1"	"Long"	5.46
"2005"	2005	1983	"Kustia"	"2005-2006-Kustia"	"BR12"	"1"	"Long"	5.74
"2006"	2006	1983	"Barisal"	"2006-2007-Barisal"	"BR12"	"1"	"Long"	5.25
"2006"	2006	1983	"Bhanga"	"2006-2007-Bhanga"	"BR12"	"1"	"Long"	6.75
"2006"	2006	1983	"Comilla"	"2006-2007-Comilla"	"BR12"	"1"	"Long"	5.63
"2006"	2006	1983	"Gazipur"	"2006-2007-Gazipur"	"BR12"	"1"	"Long"	5.11
"2006"	2006	1983	"Habiganj"	"2006-2007-Habiganj"	"BR12"	"1"	"Long"	5.38
"2006"	2006	1983	"Rajshahi"	"2006-2007-Rajshahi"	"BR12"	"1"	"Long"	5.2
"2006"	2006	1983	"Kustia"	"2006-2007-Kustia"	"BR12"	"1"	"Long"	4.78
"2006"	2006	1983	"Rangpur"	"2006-2007-Rangpur"	"BR12"	"1"	"Long"	4.55
"2006"	2006	1983	"Satkhira"	"2006-2007-Satkhira"	"BR12"	"1"	"Long"	5.81
"2007"	2007	1983	"Barisal"	"2007-2008-Barisal"	"BR12"	"1"	"Long"	5.42
"2007"	2007	1983	"Bhanga"	"2007-2008-Bhanga"	"BR12"	"1"	"Long"	6.47
"2007"	2007	1983	"Comilla"	"2007-2008-Comilla"	"BR12"	"1"	"Long"	7.73
"2007"	2007	1983	"Gazipur"	"2007-2008-Gazipur"	"BR12"	"1"	"Long"	4.85
"2007"	2007	1983	"Habiganj"	"2007-2008-Habiganj"	"BR12"	"1"	"Long"	5.38
"2007"	2007	1983	"Rangpur"	"2007-2008-Rangpur"	"BR12"	"1"	"Long"	2.3
"2007"	2007	1983	"Satkhira"	"2007-2008-Satkhira"	"BR12"	"1"	"Long"	4.5
"2007"	2007	1983	"Kustia"	"2007-2008-Kustia"	"BR12"	"1"	"Long"	4.55
"2007"	2007	1983	"Rajshahi"	"2007-2008-Rajshahi"	"BR12"	"1"	"Long"	4.82
"2008"	2008	1983	"Barisal"	"2008-2009-Barisal"	"BR12"	"1"	"Long"	5.19
"2008"	2008	1983	"Bhanga"	"2008-2009-Bhanga"	"BR12"	"1"	"Long"	6.61
"2008"	2008	1983	"Comilla"	"2008-2009-Comilla"	"BR12"	"1"	"Long"	5.55
"2008"	2008	1983	"Gazipur"	"2008-2009-Gazipur"	"BR12"	"1"	"Long"	4.95
"2008"	2008	1983	"Habiganj"	"2008-2009-Habiganj"	"BR12"	"1"	"Long"	5.7
"2008"	2008	1983	"Rajshahi"	"2008-2009-Rajshahi"	"BR12"	"1"	"Long"	4.43
"2008"	2008	1983	"Rangpur"	"2008-2009-Rangpur"	"BR12"	"1"	"Long"	2.3
"2008"	2008	1983	"Kustia"	"2008-2009-Kustia"	"BR12"	"1"	"Long"	6.1
"2008"	2008	1983	"Satkhira"	"2008-2009-Satkhira"	"BR12"	"1"	"Long"	5.16
"2009"	2009	1983	"Barisal"	"2009-2010-Barisal"	"BR12"	"1"	"Long"	4.95
"2009"	2009	1983	"Bhanga"	"2009-2010-Bhanga"	"BR12"	"1"	"Long"	6.81
"2009"	2009	1983	"Comilla"	"2009-2010-Comilla"	"BR12"	"1"	"Long"	5.98
"2009"	2009	1983	"Gazipur"	"2009-2010-Gazipur"	"BR12"	"1"	"Long"	3.55
"2009"	2009	1983	"Habiganj"	"2009-2010-Habiganj"	"BR12"	"1"	"Long"	5.4
"2009"	2009	1983	"Rajshahi"	"2009-2010-Rajshahi"	"BR12"	"1"	"Long"	4.62
"2009"	2009	1983	"Rangpur"	"2009-2010-Rangpur"	"BR12"	"1"	"Long"	2.25
"2009"	2009	1983	"Satkhira"	"2009-2010-Satkhira"	"BR12"	"1"	"Long"	5.58
"2009"	2009	1983	"Kustia"	"2009-2010-Kustia"	"BR12"	"1"	"Long"	4.75
"2010"	2010	1983	"Barisal"	"2010-2011-Barisal"	"BR12"	"1"	"Long"	4.01
"2010"	2010	1983	"Bhanga"	"2010-2011-Bhanga"	"BR12"	"1"	"Long"	7
"2010"	2010	1983	"Comilla"	"2010-2011-Comilla"	"BR12"	"1"	"Long"	5.32
"2010"	2010	1983	"Gazipur"	"2010-2011-Gazipur"	"BR12"	"1"	"Long"	3.05
"2010"	2010	1983	"Habiganj"	"2010-2011-Habiganj"	"BR12"	"1"	"Long"	5.1
"2010"	2010	1983	"Rangpur"	"2010-2011-Rangpur"	"BR12"	"1"	"Long"	2.2
"2010"	2010	1983	"Satkhira"	"2010-2011-Satkhira"	"BR12"	"1"	"Long"	6
"2010"	2010	1983	"Sonagazi"	"2010-2011-Sonagazi"	"BR12"	"1"	"Long"	5.5
"2010"	2010	1983	"Kustia"	"2010-2011-Kustia"	"BR12"	"1"	"Long"	3.4
"2010"	2010	1983	"Rajshahi"	"2010-2011-Rajshahi"	"BR12"	"1"	"Long"	4.99
"2011"	2011	1983	"Barisal"	"2011-2012-Barisal"	"BR12"	"1"	"Long"	4.01
"2011"	2011	1983	"Bhanga"	"2011-2012-Bhanga"	"BR12"	"1"	"Long"	7
"2011"	2011	1983	"Comilla"	"2011-2012-Comilla"	"BR12"	"1"	"Long"	5.17
"2011"	2011	1983	"Gazipur"	"2011-2012-Gazipur"	"BR12"	"1"	"Long"	4.36
"2011"	2011	1983	"Habiganj"	"2011-2012-Habiganj"	"BR12"	"1"	"Long"	5.1
"2011"	2011	1983	"Rangpur"	"2011-2012-Rangpur"	"BR12"	"1"	"Long"	2.2
"2011"	2011	1983	"Satkhira"	"2011-2012-Satkhira"	"BR12"	"1"	"Long"	6.25
"2011"	2011	1983	"Sonagazi"	"2011-2012-Sonagazi"	"BR12"	"1"	"Long"	5.5
"2011"	2011	1983	"Kustia"	"2011-2012-Kustia"	"BR12"	"1"	"Long"	3.4
"2011"	2011	1983	"Rajshahi"	"2011-2012-Rajshahi"	"BR12"	"1"	"Long"	5.36
"2012"	2012	1983	"Barisal"	"2012-2013-Barisal"	"BR12"	"1"	"Long"	4.15
"2012"	2012	1983	"Bhanga"	"2012-2013-Bhanga"	"BR12"	"1"	"Long"	7.11
"2012"	2012	1983	"Comilla"	"2012-2013-Comilla"	"BR12"	"1"	"Long"	4.82
"2012"	2012	1983	"Gazipur"	"2012-2013-Gazipur"	"BR12"	"1"	"Long"	4.84
"2012"	2012	1983	"Habiganj"	"2012-2013-Habiganj"	"BR12"	"1"	"Long"	5.01
"2012"	2012	1983	"Rangpur"	"2012-2013-Rangpur"	"BR12"	"1"	"Long"	5.35
"2012"	2012	1983	"Satkhira"	"2012-2013-Satkhira"	"BR12"	"1"	"Long"	6.9
"2012"	2012	1983	"Sonagazi"	"2012-2013-Sonagazi"	"BR12"	"1"	"Long"	3.27
"2012"	2012	1983	"Kustia"	"2012-2013-Kustia"	"BR12"	"1"	"Long"	5.3
"2012"	2012	1983	"Rajshahi"	"2012-2013-Rajshahi"	"BR12"	"1"	"Long"	4.31
"2013"	2013	1983	"Barisal"	"2013-2014-Barisal"	"BR12"	"1"	"Long"	4.68
"2013"	2013	1983	"Bhanga"	"2013-2014-Bhanga"	"BR12"	"1"	"Long"	6
"2013"	2013	1983	"Comilla"	"2013-2014-Comilla"	"BR12"	"1"	"Long"	4.51
"2013"	2013	1983	"Gazipur"	"2013-2014-Gazipur"	"BR12"	"1"	"Long"	5.5
"2013"	2013	1983	"Habiganj"	"2013-2014-Habiganj"	"BR12"	"1"	"Long"	4.92
"2013"	2013	1983	"Rangpur"	"2013-2014-Rangpur"	"BR12"	"1"	"Long"	5.9
"2013"	2013	1983	"Satkhira"	"2013-2014-Satkhira"	"BR12"	"1"	"Long"	5.6
"2013"	2013	1983	"Sonagazi"	"2013-2014-Sonagazi"	"BR12"	"1"	"Long"	4.58
"2013"	2013	1983	"Kustia"	"2013-2014-Kustia"	"BR12"	"1"	"Long"	5.37
"2013"	2013	1983	"Rajshahi"	"2013-2014-Rajshahi"	"BR12"	"1"	"Long"	4.22
"2014"	2014	1983	"Barisal"	"2014-2015-Barisal"	"BR12"	"1"	"Long"	4.78
"2014"	2014	1983	"Bhanga"	"2014-2015-Bhanga"	"BR12"	"1"	"Long"	7.14
"2014"	2014	1983	"Comilla"	"2014-2015-Comilla"	"BR12"	"1"	"Long"	4.79
"2014"	2014	1983	"Gazipur"	"2014-2015-Gazipur"	"BR12"	"1"	"Long"	6.5
"2014"	2014	1983	"Habiganj"	"2014-2015-Habiganj"	"BR12"	"1"	"Long"	5.4
"2014"	2014	1983	"Rangpur"	"2014-2015-Rangpur"	"BR12"	"1"	"Long"	2.9
"2014"	2014	1983	"Satkhira"	"2014-2015-Satkhira"	"BR12"	"1"	"Long"	5.42
"2014"	2014	1983	"Sonagazi"	"2014-2015-Sonagazi"	"BR12"	"1"	"Long"	5.02
"2014"	2014	1983	"Kustia"	"2014-2015-Kustia"	"BR12"	"1"	"Long"	5.43
"2014"	2014	1983	"Rajshahi"	"2014-2015-Rajshahi"	"BR12"	"1"	"Long"	4.13
"2015"	2015	1983	"Barisal"	"2015-2016-Barisal"	"BR12"	"1"	"Long"	3.76
